Time,User,SC,DC,M
1243550,U1506@DOM1,C17693,C3610,1
1243561,U1506@DOM1,C17693,C92,1
1243623,U7594@DOM1,C17693,C16563,1
1244616,U114@DOM1,C17693,C3610,1
1244667,U114@DOM1,C17693,C2388,1
1244695,U114@DOM1,C17693,C1710,1
1245222,U1106@DOM1,C17693,C4554,1
1245398,U1106@DOM1,C17693,C21919,1
1245678,U3575@DOM1,C17693,C5030,1
1246243,U3206@DOM1,C17693,C8585,1
1246511,U8777@DOM1,C17693,C1710,1
1246653,U114@DOM1,C17693,C1710,1
1251013,U3549@DOM1,C17693,C1887,1
1251033,U3549@DOM1,C17693,C1887,1
1251067,U3549@DOM1,C17693,C586,1
1251573,U3549@DOM1,C17693,C457,1
1253697,U3549@DOM1,C17693,C457,1
1254446,U227@DOM1,C17693,C177,1
1255347,U3549@DOM1,C17693,C457,1
1328198,U737@DOM1,C19932,C467,1
1328340,U86@DOM1,C17693,C395,1
1328400,U86@DOM1,C17693,C395,1
1328481,U86@DOM1,C17693,C395,1
1351641,U8168@C685,C17693,C685,1
1351661,U8168@C685,C17693,C685,1
1351845,U8168@C685,C17693,C685,1
1352110,U679@DOM1,C17693,C1980,1
1353700,U8777@C3388,C17693,C3388,1
1353706,U8777@C3388,C17693,C3388,1
1353975,U8777@C3388,C17693,C3388,1
1355036,U8777@C3388,C17693,C3388,1
1355106,U8777@C1500,C17693,C1500,1
1355621,U24@DOM1,C17693,C3435,1
1356094,U679@DOM1,C17693,C1980,1
1358383,U7311@DOM1,C17693,C977,1
1358404,U7311@DOM1,C17693,C977,1
1359668,U7507@DOM1,C17693,C486,1
1359680,U7507@DOM1,C17693,C1015,1
1359792,U415@DOM1,C17693,C486,1
1361496,U8170@DOM1,C17693,C1269,1
1361921,U524@DOM1,C17693,C15,1
1362045,U524@DOM1,C17693,C15,1
1362624,U8840@DOM1,C17693,C370,1
1363252,U1306@DOM1,C17693,C791,1
1363492,U415@DOM1,C17693,C486,1
1758226,U737@DOM1,C19932,C467,1
1847858,U66@DOM1,C17693,C2725,1
1847888,U66@DOM1,C17693,C2725,1
1847922,U66@DOM1,C17693,C2725,1
1852419,U3764@DOM1,C17693,C9723,1
1931895,U737@DOM1,C19932,C612,1
2296175,U212@DOM1,C17693,C126,1
2296329,U293@DOM1,C17693,C3422,1
2296449,U8601@DOM1,C17693,C10817,1
2297658,U5087@DOM1,C17693,C1448,1
2297696,U4978@DOM1,C17693,C1448,1
2300154,U1467@C3597,C17693,C3597,1
2301630,U3005@DOM1,C17693,C3629,1
2301831,U342@DOM1,C17693,C2519,1
2303049,U3005@DOM1,C17693,C2012,1
2303227,U3005@DOM1,C17693,C1936,1
2303390,U3005@DOM1,C17693,C3380,1
2303505,U3406@DOM1,C17693,C8209,1
2303559,U3005@DOM1,C17693,C8209,1
2303788,U10379@C3521,C17693,C3521,1
2303870,U995@DOM1,C17693,C1014,1
2304805,U1600@DOM1,C17693,C16088,1
2304891,U66@DOM1,C17693,C3288,1
2304904,U5087@DOM1,C17693,C21963,1
2304959,U5087@DOM1,C17693,C1268,1
2305081,U795@DOM1,C17693,C10005,1
2305203,U12@DOM1,C17693,C368,1
2305324,U12@DOM1,C17693,C366,1
2305554,U4448@DOM1,C17693,C1555,1
2305762,U1048@DOM1,C17693,C12320,1
2306980,U6572@DOM1,C17693,C90,1
2307167,U737@DOM1,C17693,C2578,1
2364275,U4978@DOM1,C17693,C1448,1
2365209,U8777@C583,C17693,C583,1
2367407,U66@DOM1,C17693,C3699,1
2370126,U66@DOM1,C17693,C5653,1
2370254,U374@DOM1,C17693,C1461,1
2372194,U66@DOM1,C17693,C626,1
2372551,U66@DOM1,C17693,C626,1
2373636,U1145@DOM1,C17693,C2877,1
2383984,U737@DOM1,C19932,C529,1
2461523,U3718@DOM1,C17693,C9692,1
2461523,U3718@DOM1,C17693,C9692,1
2468190,U737@DOM1,C19932,C457,1
2536079,U737@DOM1,C19932,C625,1
2550137,U737@DOM1,C19932,C108,1
2550446,U737@DOM1,C19932,C108,1
2551401,U737@DOM1,C19932,C108,1
2551501,U737@DOM1,C19932,C108,1
2551583,U737@DOM1,C19932,C108,1
2552687,U9263@DOM1,C17693,C828,1
2552687,U9263@DOM1,C17693,C828,1
2552687,U9263@DOM1,C17693,C828,1
2552687,U9263@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2557047,U737@DOM1,C19932,C108,1
1,U1@DOM1,C0100,C00101,0
1,U1@DOM2,C0101,C00102,0
1,U1@DOM3,C0102,C00103,0
1,U1@DOM4,C0103,C00104,0
1,U1@DOM5,C0104,C00105,0
1,U1@DOM6,C0105,C00106,0
1,U1@DOM7,C0106,C00107,0
1,U1@DOM8,C0107,C00108,0
1,U1@DOM9,C0108,C00109,0
1,U1@DOM10,C0109,C00110,0
1,U1@DOM11,C0110,C00111,0
1,U1@DOM12,C0111,C00112,0
1,U1@DOM13,C0112,C00113,0
1,U1@DOM14,C0113,C00114,0
1,U1@DOM15,C0114,C00115,0
1,U1@DOM16,C0115,C00116,0
1,U1@DOM17,C0116,C00117,0
1,U1@DOM18,C0117,C00118,0
1,U1@DOM19,C0118,C00119,0
1,U1@DOM20,C0119,C00120,0
1,U1@DOM21,C0120,C00121,0
1,U1@DOM22,C0121,C00122,0
1,U1@DOM23,C0122,C00123,0
1,U1@DOM24,C0123,C00124,0
1,U1@DOM25,C0124,C00125,0
1,U1@DOM26,C0125,C00126,0
1,U1@DOM27,C0126,C00127,0
1,U1@DOM28,C0127,C00128,0
1,U1@DOM29,C0128,C00129,0
1,U1@DOM30,C0129,C00130,0
1,U1@DOM31,C0130,C00131,0
1,U1@DOM32,C0131,C00132,0
1,U1@DOM33,C0132,C00133,0
1,U1@DOM34,C0133,C00134,0
1,U1@DOM35,C0134,C00135,0
1,U1@DOM36,C0135,C00136,0
1,U1@DOM37,C0136,C00137,0
1,U1@DOM38,C0137,C00138,0
1,U1@DOM39,C0138,C00139,0
1,U1@DOM40,C0139,C00140,0
1,U1@DOM41,C0140,C00141,0
1,U1@DOM42,C0141,C00142,0
1,U1@DOM43,C0142,C00143,0
1,U1@DOM44,C0143,C00144,0
1,U1@DOM45,C0144,C00145,0
1,U1@DOM46,C0145,C00146,0
1,U1@DOM47,C0146,C00147,0
1,U1@DOM48,C0147,C00148,0
1,U1@DOM49,C0148,C00149,0
1,U1@DOM50,C0149,C00150,0
1,U1@DOM51,C0150,C00151,0
1,U1@DOM52,C0151,C00152,0
1,U1@DOM53,C0152,C00153,0
1,U1@DOM54,C0153,C00154,0
1,U1@DOM55,C0154,C00155,0
1,U1@DOM56,C0155,C00156,0
1,U1@DOM57,C0156,C00157,0
1,U1@DOM58,C0157,C00158,0
1,U1@DOM59,C0158,C00159,0
1,U1@DOM60,C0159,C00160,0
1,U1@DOM61,C0160,C00161,0
1,U1@DOM62,C0161,C00162,0
1,U1@DOM63,C0162,C00163,0
1,U1@DOM64,C0163,C00164,0
1,U1@DOM65,C0164,C00165,0
1,U1@DOM66,C0165,C00166,0
1,U1@DOM67,C0166,C00167,0
1,U1@DOM68,C0167,C00168,0
1,U1@DOM69,C0168,C00169,0
1,U1@DOM70,C0169,C00170,0
1,U1@DOM71,C0170,C00171,0
1,U1@DOM72,C0171,C00172,0
1,U1@DOM73,C0172,C00173,0
1,U1@DOM74,C0173,C00174,0
1,U1@DOM75,C0174,C00175,0
1,U1@DOM76,C0175,C00176,0
1,U1@DOM77,C0176,C00177,0
1,U1@DOM78,C0177,C00178,0
1,U1@DOM79,C0178,C00179,0
1,U1@DOM80,C0179,C00180,0
1,U1@DOM81,C0180,C00181,0
1,U1@DOM82,C0181,C00182,0
1,U1@DOM83,C0182,C00183,0
1,U1@DOM84,C0183,C00184,0
1,U1@DOM85,C0184,C00185,0
1,U1@DOM86,C0185,C00186,0
1,U1@DOM87,C0186,C00187,0
1,U1@DOM88,C0187,C00188,0
1,U1@DOM89,C0188,C00189,0
1,U1@DOM90,C0189,C00190,0
1,U1@DOM91,C0190,C00191,0
1,U1@DOM92,C0191,C00192,0
1,U1@DOM93,C0192,C00193,0
1,U1@DOM94,C0193,C00194,0
1,U1@DOM95,C0194,C00195,0
1,U1@DOM96,C0195,C00196,0
1,U1@DOM97,C0196,C00197,0
1,U1@DOM98,C0197,C00198,0
1,U1@DOM99,C0198,C00199,0
1,U1@DOM100,C0199,C00200,0
1,U1@DOM101,C0200,C00201,0
1,U1@DOM102,C0201,C00202,0
1,U1@DOM103,C0202,C00203,0
1,U1@DOM104,C0203,C00204,0
1,U1@DOM105,C0204,C00205,0
1,U1@DOM106,C0205,C00206,0
1,U1@DOM107,C0206,C00207,0
1,U1@DOM108,C0207,C00208,0
1,U1@DOM109,C0208,C00209,0
1,U1@DOM110,C0209,C00210,0
1,U1@DOM111,C0210,C00211,0
1,U1@DOM112,C0211,C00212,0
1,U1@DOM113,C0212,C00213,0
1,U1@DOM114,C0213,C00214,0
1,U1@DOM115,C0214,C00215,0
1,U1@DOM116,C0215,C00216,0
1,U1@DOM117,C0216,C00217,0
1,U1@DOM118,C0217,C00218,0
1,U1@DOM119,C0218,C00219,0
1,U1@DOM120,C0219,C00220,0
1,U1@DOM121,C0220,C00221,0
1,U1@DOM122,C0221,C00222,0
1,U1@DOM123,C0222,C00223,0
1,U1@DOM124,C0223,C00224,0
1,U1@DOM125,C0224,C00225,0
1,U1@DOM126,C0225,C00226,0
1,U1@DOM127,C0226,C00227,0
1,U1@DOM128,C0227,C00228,0
1,U1@DOM129,C0228,C00229,0
1,U1@DOM130,C0229,C00230,0
1,U1@DOM131,C0230,C00231,0
1,U1@DOM132,C0231,C00232,0
1,U1@DOM133,C0232,C00233,0
1,U1@DOM134,C0233,C00234,0
1,U1@DOM135,C0234,C00235,0
1,U1@DOM136,C0235,C00236,0
1,U1@DOM137,C0236,C00237,0
1,U1@DOM138,C0237,C00238,0
1,U1@DOM139,C0238,C00239,0
1,U1@DOM140,C0239,C00240,0
1,U1@DOM141,C0240,C00241,0
1,U1@DOM142,C0241,C00242,0
1,U1@DOM143,C0242,C00243,0
1,U1@DOM144,C0243,C00244,0
1,U1@DOM145,C0244,C00245,0
1,U1@DOM146,C0245,C00246,0
1,U1@DOM147,C0246,C00247,0
1,U1@DOM148,C0247,C00248,0
1,U1@DOM149,C0248,C00249,0
1,U1@DOM150,C0249,C00250,0
1,U1@DOM151,C0250,C00251,0
1,U1@DOM152,C0251,C00252,0
1,U1@DOM153,C0252,C00253,0
1,U1@DOM154,C0253,C00254,0
1,U1@DOM155,C0254,C00255,0
1,U1@DOM156,C0255,C00256,0
1,U1@DOM157,C0256,C00257,0
1,U1@DOM158,C0257,C00258,0
1,U1@DOM159,C0258,C00259,0
1,U1@DOM160,C0259,C00260,0
1,U1@DOM161,C0260,C00261,0
1,U1@DOM162,C0261,C00262,0
1,U1@DOM163,C0262,C00263,0
1,U1@DOM164,C0263,C00264,0
1,U1@DOM165,C0264,C00265,0
1,U1@DOM166,C0265,C00266,0
1,U1@DOM167,C0266,C00267,0
1,U1@DOM168,C0267,C00268,0
1,U1@DOM169,C0268,C00269,0
1,U1@DOM170,C0269,C00270,0
1,U1@DOM171,C0270,C00271,0
1,U1@DOM172,C0271,C00272,0
1,U1@DOM173,C0272,C00273,0
1,U1@DOM174,C0273,C00274,0
1,U1@DOM175,C0274,C00275,0
1,U1@DOM176,C0275,C00276,0
1,U1@DOM177,C0276,C00277,0
1,U1@DOM178,C0277,C00278,0
1,U1@DOM179,C0278,C00279,0
1,U1@DOM180,C0279,C00280,0
1,U1@DOM181,C0280,C00281,0
1,U1@DOM182,C0281,C00282,0
1,U1@DOM183,C0282,C00283,0
1,U1@DOM184,C0283,C00284,0
1,U1@DOM185,C0284,C00285,0
1,U1@DOM186,C0285,C00286,0
1,U1@DOM187,C0286,C00287,0
1,U1@DOM188,C0287,C00288,0
1,U1@DOM189,C0288,C00289,0
1,U1@DOM190,C0289,C00290,0
1,U1@DOM191,C0290,C00291,0
1,U1@DOM192,C0291,C00292,0
1,U1@DOM193,C0292,C00293,0
1,U1@DOM194,C0293,C00294,0
1,U1@DOM195,C0294,C00295,0
1,U1@DOM196,C0295,C00296,0
1,U1@DOM197,C0296,C00297,0
1,U1@DOM198,C0297,C00298,0
1,U1@DOM199,C0298,C00299,0
1,U1@DOM200,C0299,C00300,0
1,U1@DOM201,C0300,C00301,0
1,U1@DOM202,C0301,C00302,0
1,U1@DOM203,C0302,C00303,0
1,U1@DOM204,C0303,C00304,0
1,U1@DOM205,C0304,C00305,0
1,U1@DOM206,C0305,C00306,0
1,U1@DOM207,C0306,C00307,0
1,U1@DOM208,C0307,C00308,0
1,U1@DOM209,C0308,C00309,0
1,U1@DOM210,C0309,C00310,0
1,U1@DOM211,C0310,C00311,0
1,U1@DOM212,C0311,C00312,0
1,U1@DOM213,C0312,C00313,0
1,U1@DOM214,C0313,C00314,0
1,U1@DOM215,C0314,C00315,0
1,U1@DOM216,C0315,C00316,0
1,U1@DOM217,C0316,C00317,0
1,U1@DOM218,C0317,C00318,0
1,U1@DOM219,C0318,C00319,0
1,U1@DOM220,C0319,C00320,0
1,U1@DOM221,C0320,C00321,0
1,U1@DOM222,C0321,C00322,0
1,U1@DOM223,C0322,C00323,0
1,U1@DOM224,C0323,C00324,0
1,U1@DOM225,C0324,C00325,0
1,U1@DOM226,C0325,C00326,0
1,U1@DOM227,C0326,C00327,0
1,U1@DOM228,C0327,C00328,0
1,U1@DOM229,C0328,C00329,0
1,U1@DOM230,C0329,C00330,0
1,U1@DOM231,C0330,C00331,0
1,U1@DOM232,C0331,C00332,0
1,U1@DOM233,C0332,C00333,0
1,U1@DOM234,C0333,C00334,0
1,U1@DOM235,C0334,C00335,0
1,U1@DOM236,C0335,C00336,0
1,U1@DOM237,C0336,C00337,0
1,U1@DOM238,C0337,C00338,0
1,U1@DOM239,C0338,C00339,0
1,U1@DOM240,C0339,C00340,0
1,U1@DOM241,C0340,C00341,0
1,U1@DOM242,C0341,C00342,0
1,U1@DOM243,C0342,C00343,0
1,U1@DOM244,C0343,C00344,0
2,U1@DOM245,C0344,C00345,0
2,U1@DOM246,C0345,C00346,0
2,U1@DOM247,C0346,C00347,0
2,U1@DOM248,C0347,C00348,0
2,U1@DOM249,C0348,C00349,0
2,U1@DOM250,C0349,C00350,0
2,U1@DOM251,C0350,C00351,0
2,U1@DOM252,C0351,C00352,0
2,U1@DOM253,C0352,C00353,0
2,U1@DOM254,C0353,C00354,0
2,U1@DOM255,C0354,C00355,0
2,U1@DOM256,C0355,C00356,0
2,U1@DOM257,C0356,C00357,0
2,U1@DOM258,C0357,C00358,0
2,U1@DOM259,C0358,C00359,0
2,U1@DOM260,C0359,C00360,0
2,U1@DOM261,C0360,C00361,0
2,U1@DOM262,C0361,C00362,0
2,U1@DOM263,C0362,C00363,0
2,U1@DOM264,C0363,C00364,0
2,U1@DOM265,C0364,C00365,0
2,U1@DOM266,C0365,C00366,0
2,U1@DOM267,C0366,C00367,0
2,U1@DOM268,C0367,C00368,0
2,U1@DOM269,C0368,C00369,0
2,U1@DOM270,C0369,C00370,0
2,U1@DOM271,C0370,C00371,0
2,U1@DOM272,C0371,C00372,0
2,U1@DOM273,C0372,C00373,0
2,U1@DOM274,C0373,C00374,0
2,U1@DOM275,C0374,C00375,0
2,U1@DOM276,C0375,C00376,0
2,U1@DOM277,C0376,C00377,0
2,U1@DOM278,C0377,C00378,0
2,U1@DOM279,C0378,C00379,0
2,U1@DOM280,C0379,C00380,0
2,U1@DOM281,C0380,C00381,0
2,U1@DOM282,C0381,C00382,0
2,U1@DOM283,C0382,C00383,0
2,U1@DOM284,C0383,C00384,0
2,U1@DOM285,C0384,C00385,0
2,U1@DOM286,C0385,C00386,0
2,U1@DOM287,C0386,C00387,0
2,U1@DOM288,C0387,C00388,0
2,U1@DOM289,C0388,C00389,0
2,U1@DOM290,C0389,C00390,0
2,U1@DOM291,C0390,C00391,0
2,U1@DOM292,C0391,C00392,0
2,U1@DOM293,C0392,C00393,0
2,U1@DOM294,C0393,C00394,0
2,U1@DOM295,C0394,C00395,0
2,U1@DOM296,C0395,C00396,0
2,U1@DOM297,C0396,C00397,0
2,U1@DOM298,C0397,C00398,0
2,U1@DOM299,C0398,C00399,0
2,U1@DOM300,C0399,C00400,0
2,U1@DOM301,C0400,C00401,0
2,U1@DOM302,C0401,C00402,0
2,U1@DOM303,C0402,C00403,0
2,U1@DOM304,C0403,C00404,0
2,U1@DOM305,C0404,C00405,0
2,U1@DOM306,C0405,C00406,0
2,U1@DOM307,C0406,C00407,0
2,U1@DOM308,C0407,C00408,0
2,U1@DOM309,C0408,C00409,0
2,U1@DOM310,C0409,C00410,0
2,U1@DOM311,C0410,C00411,0
2,U1@DOM312,C0411,C00412,0
2,U1@DOM313,C0412,C00413,0
2,U1@DOM314,C0413,C00414,0
2,U1@DOM315,C0414,C00415,0
2,U1@DOM316,C0415,C00416,0
2,U1@DOM317,C0416,C00417,0
2,U1@DOM318,C0417,C00418,0
2,U1@DOM319,C0418,C00419,0
2,U1@DOM320,C0419,C00420,0
2,U1@DOM321,C0420,C00421,0
2,U1@DOM322,C0421,C00422,0
2,U1@DOM323,C0422,C00423,0
2,U1@DOM324,C0423,C00424,0
2,U1@DOM325,C0424,C00425,0
2,U1@DOM326,C0425,C00426,0
2,U1@DOM327,C0426,C00427,0
2,U1@DOM328,C0427,C00428,0
2,U1@DOM329,C0428,C00429,0
2,U1@DOM330,C0429,C00430,0
2,U1@DOM331,C0430,C00431,0
2,U1@DOM332,C0431,C00432,0
2,U1@DOM333,C0432,C00433,0
2,U1@DOM334,C0433,C00434,0
2,U1@DOM335,C0434,C00435,0
2,U1@DOM336,C0435,C00436,0
2,U1@DOM337,C0436,C00437,0
2,U1@DOM338,C0437,C00438,0
2,U1@DOM339,C0438,C00439,0
2,U1@DOM340,C0439,C00440,0
2,U1@DOM341,C0440,C00441,0
2,U1@DOM342,C0441,C00442,0
2,U1@DOM343,C0442,C00443,0
2,U1@DOM344,C0443,C00444,0
2,U1@DOM345,C0444,C00445,0
2,U1@DOM346,C0445,C00446,0
2,U1@DOM347,C0446,C00447,0
2,U1@DOM348,C0447,C00448,0
2,U1@DOM349,C0448,C00449,0
2,U1@DOM350,C0449,C00450,0
2,U1@DOM351,C0450,C00451,0
2,U1@DOM352,C0451,C00452,0
2,U1@DOM353,C0452,C00453,0
2,U1@DOM354,C0453,C00454,0
2,U1@DOM355,C0454,C00455,0
2,U1@DOM356,C0455,C00456,0
2,U1@DOM357,C0456,C00457,0
2,U1@DOM358,C0457,C00458,0
2,U1@DOM359,C0458,C00459,0
2,U1@DOM360,C0459,C00460,0
2,U1@DOM361,C0460,C00461,0
2,U1@DOM362,C0461,C00462,0
2,U1@DOM363,C0462,C00463,0
2,U1@DOM364,C0463,C00464,0
2,U1@DOM365,C0464,C00465,0
2,U1@DOM366,C0465,C00466,0
2,U1@DOM367,C0466,C00467,0
2,U1@DOM368,C0467,C00468,0
2,U1@DOM369,C0468,C00469,0
2,U1@DOM370,C0469,C00470,0
2,U1@DOM371,C0470,C00471,0
2,U1@DOM372,C0471,C00472,0
2,U1@DOM373,C0472,C00473,0
2,U1@DOM374,C0473,C00474,0
2,U1@DOM375,C0474,C00475,0
2,U1@DOM376,C0475,C00476,0
2,U1@DOM377,C0476,C00477,0
2,U1@DOM378,C0477,C00478,0
2,U1@DOM379,C0478,C00479,0
2,U1@DOM380,C0479,C00480,0
2,U1@DOM381,C0480,C00481,0
2,U1@DOM382,C0481,C00482,0
2,U1@DOM383,C0482,C00483,0
2,U1@DOM384,C0483,C00484,0
2,U1@DOM385,C0484,C00485,0
2,U1@DOM386,C0485,C00486,0
2,U1@DOM387,C0486,C00487,0
2,U1@DOM388,C0487,C00488,0
2,U1@DOM389,C0488,C00489,0
2,U1@DOM390,C0489,C00490,0
2,U1@DOM391,C0490,C00491,0
2,U1@DOM392,C0491,C00492,0
2,U1@DOM393,C0492,C00493,0
2,U1@DOM394,C0493,C00494,0
2,U1@DOM395,C0494,C00495,0
2,U1@DOM396,C0495,C00496,0
2,U1@DOM397,C0496,C00497,0
2,U1@DOM398,C0497,C00498,0
2,U1@DOM399,C0498,C00499,0
2,U1@DOM400,C0499,C00500,0
2,U1@DOM401,C0500,C00501,0
2,U1@DOM402,C0501,C00502,0
2,U1@DOM403,C0502,C00503,0
2,U1@DOM404,C0503,C00504,0
2,U1@DOM405,C0504,C00505,0
2,U1@DOM406,C0505,C00506,0
2,U1@DOM407,C0506,C00507,0
2,U1@DOM408,C0507,C00508,0
2,U1@DOM409,C0508,C00509,0
2,U1@DOM410,C0509,C00510,0
2,U1@DOM411,C0510,C00511,0
2,U1@DOM412,C0511,C00512,0
2,U1@DOM413,C0512,C00513,0
2,U1@DOM414,C0513,C00514,0
2,U1@DOM415,C0514,C00515,0
2,U1@DOM416,C0515,C00516,0
2,U1@DOM417,C0516,C00517,0
2,U1@DOM418,C0517,C00518,0
2,U1@DOM419,C0518,C00519,0
2,U1@DOM420,C0519,C00520,0
2,U1@DOM421,C0520,C00521,0
2,U1@DOM422,C0521,C00522,0
2,U1@DOM423,C0522,C00523,0
2,U1@DOM424,C0523,C00524,0
2,U1@DOM425,C0524,C00525,0
2,U1@DOM426,C0525,C00526,0
2,U1@DOM427,C0526,C00527,0
2,U1@DOM428,C0527,C00528,0
2,U1@DOM429,C0528,C00529,0
2,U1@DOM430,C0529,C00530,0
2,U1@DOM431,C0530,C00531,0
2,U1@DOM432,C0531,C00532,0
2,U1@DOM433,C0532,C00533,0
2,U1@DOM434,C0533,C00534,0
2,U1@DOM435,C0534,C00535,0
2,U1@DOM436,C0535,C00536,0
2,U1@DOM437,C0536,C00537,0
2,U1@DOM438,C0537,C00538,0
2,U1@DOM439,C0538,C00539,0
2,U1@DOM440,C0539,C00540,0
2,U1@DOM441,C0540,C00541,0
2,U1@DOM442,C0541,C00542,0
2,U1@DOM443,C0542,C00543,0
2,U1@DOM444,C0543,C00544,0
2,U1@DOM445,C0544,C00545,0
2,U1@DOM446,C0545,C00546,0
2,U1@DOM447,C0546,C00547,0
2,U1@DOM448,C0547,C00548,0
2,U1@DOM449,C0548,C00549,0
2,U1@DOM450,C0549,C00550,0
2,U1@DOM451,C0550,C00551,0
2,U1@DOM452,C0551,C00552,0
2,U1@DOM453,C0552,C00553,0
2,U1@DOM454,C0553,C00554,0
2,U1@DOM455,C0554,C00555,0
2,U1@DOM456,C0555,C00556,0
2,U1@DOM457,C0556,C00557,0
2,U1@DOM458,C0557,C00558,0
2,U1@DOM459,C0558,C00559,0
2,U1@DOM460,C0559,C00560,0
2,U1@DOM461,C0560,C00561,0
2,U1@DOM462,C0561,C00562,0
2,U1@DOM463,C0562,C00563,0
2,U1@DOM464,C0563,C00564,0
2,U1@DOM465,C0564,C00565,0
2,U1@DOM466,C0565,C00566,0
2,U1@DOM467,C0566,C00567,0
2,U1@DOM468,C0567,C00568,0
2,U1@DOM469,C0568,C00569,0
2,U1@DOM470,C0569,C00570,0
2,U1@DOM471,C0570,C00571,0
2,U1@DOM472,C0571,C00572,0
2,U1@DOM473,C0572,C00573,0
2,U1@DOM474,C0573,C00574,0
2,U1@DOM475,C0574,C00575,0
2,U1@DOM476,C0575,C00576,0
2,U1@DOM477,C0576,C00577,0
2,U1@DOM478,C0577,C00578,0
2,U1@DOM479,C0578,C00579,0
2,U1@DOM480,C0579,C00580,0
2,U1@DOM481,C0580,C00581,0
2,U1@DOM482,C0581,C00582,0
2,U1@DOM483,C0582,C00583,0
2,U1@DOM484,C0583,C00584,0
2,U1@DOM485,C0584,C00585,0
2,U1@DOM486,C0585,C00586,0
2,U1@DOM487,C0586,C00587,0
2,U1@DOM488,C0587,C00588,0
2,U1@DOM489,C0588,C00589,0
2,U1@DOM490,C0589,C00590,0
2,U1@DOM491,C0590,C00591,0
2,U1@DOM492,C0591,C00592,0
2,U1@DOM493,C0592,C00593,0
2,U1@DOM494,C0593,C00594,0
2,U1@DOM495,C0594,C00595,0
2,U1@DOM496,C0595,C00596,0
2,U1@DOM497,C0596,C00597,0
2,U1@DOM498,C0597,C00598,0
2,U1@DOM499,C0598,C00599,0
2,U1@DOM500,C0599,C00600,0
2,U1@DOM501,C0600,C00601,0
2,U1@DOM502,C0601,C00602,0
2,U1@DOM503,C0602,C00603,0
2,U1@DOM504,C0603,C00604,0
2,U1@DOM505,C0604,C00605,0
2,U1@DOM506,C0605,C00606,0
2,U1@DOM507,C0606,C00607,0
2,U1@DOM508,C0607,C00608,0
2,U1@DOM509,C0608,C00609,0
2,U1@DOM510,C0609,C00610,0
2,U1@DOM511,C0610,C00611,0
2,U1@DOM512,C0611,C00612,0
2,U1@DOM513,C0612,C00613,0
2,U1@DOM514,C0613,C00614,0
2,U1@DOM515,C0614,C00615,0
2,U1@DOM516,C0615,C00616,0
2,U1@DOM517,C0616,C00617,0
2,U1@DOM518,C0617,C00618,0
2,U1@DOM519,C0618,C00619,0
2,U1@DOM520,C0619,C00620,0
2,U1@DOM521,C0620,C00621,0
2,U1@DOM522,C0621,C00622,0
2,U1@DOM523,C0622,C00623,0
2,U1@DOM524,C0623,C00624,0
2,U1@DOM525,C0624,C00625,0
2,U1@DOM526,C0625,C00626,0
2,U1@DOM527,C0626,C00627,0
2,U1@DOM528,C0627,C00628,0
2,U1@DOM529,C0628,C00629,0
2,U1@DOM530,C0629,C00630,0
2,U1@DOM531,C0630,C00631,0
2,U1@DOM532,C0631,C00632,0
2,U1@DOM533,C0632,C00633,0
2,U1@DOM534,C0633,C00634,0
2,U1@DOM535,C0634,C00635,0
2,U1@DOM536,C0635,C00636,0
2,U1@DOM537,C0636,C00637,0
2,U1@DOM538,C0637,C00638,0
2,U1@DOM539,C0638,C00639,0
2,U1@DOM540,C0639,C00640,0
2,U1@DOM541,C0640,C00641,0
2,U1@DOM542,C0641,C00642,0
2,U1@DOM543,C0642,C00643,0
2,U1@DOM544,C0643,C00644,0
2,U1@DOM545,C0644,C00645,0
2,U1@DOM546,C0645,C00646,0
2,U1@DOM547,C0646,C00647,0
2,U1@DOM548,C0647,C00648,0
2,U1@DOM549,C0648,C00649,0
2,U1@DOM550,C0649,C00650,0
2,U1@DOM551,C0650,C00651,0
2,U1@DOM552,C0651,C00652,0
2,U1@DOM553,C0652,C00653,0
2,U1@DOM554,C0653,C00654,0
2,U1@DOM555,C0654,C00655,0
2,U1@DOM556,C0655,C00656,0
2,U1@DOM557,C0656,C00657,0
2,U1@DOM558,C0657,C00658,0
2,U1@DOM559,C0658,C00659,0
2,U1@DOM560,C0659,C00660,0
2,U1@DOM561,C0660,C00661,0
2,U1@DOM562,C0661,C00662,0
2,U1@DOM563,C0662,C00663,0
2,U1@DOM564,C0663,C00664,0
2,U1@DOM565,C0664,C00665,0
2,U1@DOM566,C0665,C00666,0
2,U1@DOM567,C0666,C00667,0
2,U1@DOM568,C0667,C00668,0
2,U1@DOM569,C0668,C00669,0
2,U1@DOM570,C0669,C00670,0
2,U1@DOM571,C0670,C00671,0
2,U1@DOM572,C0671,C00672,0
2,U1@DOM573,C0672,C00673,0
2,U1@DOM574,C0673,C00674,0
2,U1@DOM575,C0674,C00675,0
2,U1@DOM576,C0675,C00676,0
2,U1@DOM577,C0676,C00677,0
2,U1@DOM578,C0677,C00678,0
2,U1@DOM579,C0678,C00679,0
2,U1@DOM580,C0679,C00680,0
2,U1@DOM581,C0680,C00681,0
2,U1@DOM582,C0681,C00682,0
2,U1@DOM583,C0682,C00683,0
2,U1@DOM584,C0683,C00684,0
